Item Number,Vendor,Description,Category,Buyer,Planner,Item Type,Serialized (Y/N),Price,Unit of Measure,Manufacturers Part Number (MPN),Vendor,Vendor Part Number,Lead Time (Calendar Days),Handling Time (Logistics LT),Safety Stock,Minimum Order Quantity,Quantity per Carton,Cartons per Pallet,Carton Length,Carton Width,Carton Height,Carton Weight,Carton Dimensional Weight,ECCN,HTS,Costing Method,FA Type,Asset Account,GPU (Y/N),GPU Type,CPU Type,GPU Chip Count,GPU Core Count,RAM (Bytes),Local SSD (Y/N),SSD (Bytes),Local Disk (Y/N),Disk (Bytes),Network Interface Card (NIC) Count,Max Power Consumption (Watts)
String,String,String,List,,,List,List,Currency,List,String,List,String,Number,,Number,Number,,,,,,,,,,List,List,List,Boolean,String,String,Number,Number,Number,Boolean,Number,Boolean,Number,Number,Number
Mandatory,Mandatory,,Mandatory,,,,Mandatory,,Mandatory,Mandatory,,,Mandatory,,,,,,,,,,,,,Mandatory,,Mandatory,,,,,,,,,,,,
LCS-SPAT-PW0001-ABT,Super Micro Computer Inc.,"SPAT, PWS, 2200W, For LCS-SCDU-080L4001-ABT,RoHS ",Consumables and Misc.,Sekou Sako,Sekou Sako,Non-Inventory Item,No," $ 1,127.00 ",Eaches,LCS-SPAT-PW0001-ABT,Super Micro Computer Inc.,LCS-SPAT-PW0001-ABT,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
LCS-SPAT-PU0003,Super Micro Computer Inc.,"SPAT, PUMP, 100kW CDU,RoHS ",Consumables and Misc.,Sekou Sako,Sekou Sako,Non-Inventory Item,No," $ 8,242.00 ",Eaches,LCS-SPAT-PU0003,Super Micro Computer Inc.,LCS-SPAT-PU0003,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
LCS-SPAT-PU0004,Super Micro Computer Inc.,"SPAT, PUMP, 100kW CDU,RoHS ",Consumables and Misc.,Sekou Sako,Sekou Sako,Non-Inventory Item,No,,Eaches,CS-SPAT-PU0004,Super Micro Computer Inc.,CS-SPAT-PU0004,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
LCS-SPAT-MT0005,Super Micro Computer Inc.,"SPAT, Maintain tool, coolant refill tool,RoHS ",Consumables and Misc.,Sekou Sako,Sekou Sako,Non-Inventory Item,No," $ 2,628.00 ",Eaches,LCS-SPAT-MT0005,Super Micro Computer Inc.,LCS-SPAT-MT0005,,,,,,,,,,,,,,Average,Machinery & Equipment - Non-Computing,144502,,,,,,,,,,,,
PWS-3K06G-2R,Super Micro Computer Inc.,"AC-DC 3000W, Titanium efficiency, AC input voltage range: 20 ",Consumables and Misc.,Sekou Sako,Sekou Sako,Inventory,No, $ 812.00 ,Eaches,PWS-3K06G-2R,Super Micro Computer Inc.,PWS-3K06G-2R,,,,,,,,,,,,,,Average,UPS-PDU,144502,,,,,,,,,,,,
PWS-DF009-2F,Super Micro Computer Inc.,8080 FAN module use with PWS-3K06G-2R,Consumables and Misc.,Sekou Sako,Sekou Sako,Inventory,No, $ 130.00 ,Eaches,PWS-DF009-2F,Super Micro Computer Inc.,PWS-DF009-2F,,,,,,,,,,,,,,Average,UPS-PDU,144502,,,,,,,,,,,,
PWS-6K61G-2R,Super Micro Computer Inc.,"IEC 320 C20, 6.6KW max combined output, Titanium , 54V/6KW",Consumables and Misc.,Sekou Sako,Sekou Sako,Inventory,No," $ 1,215.00 ",Eaches,PWS-6K61G-2R,Super Micro Computer Inc.,PWS-6K61G-2R,,,,,,,,,,,,,,Average,UPS-PDU,144502,,,,,,,,,,,,
930-9NPSU-00J2-000,Nvidia Corporation,"NVIDIA POWER-SUPPLY UNIT, 1500W AC, P2C",Consumables and Misc.,Sekou Sako,Sekou Sako,Inventory,No," $ 1,424.00 ",Eaches,MT2411J00YR7,Nvidia Corporation,MT2411J00YR7,,,,,,,,,,,,,,Average,UPS-PDU,144502,,,,,,,,,,,,
FAN-0238L4-1,Super Micro Computer Inc.,Mellanox MCX623106AC-CDAT PCIe2-poi1100GbE QSFP56Gen4x16,NIC/DPU,Sekou Sako,Sekou Sako,Inventory,No," $ 1,274.00 ",Eaches,AOC-d23106AC-CDAT,Super Micro Computer Inc.,AOC-d23106AC-CDAT,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
HDS-IUN-SSDPF2KX076T10-S,Super Micro Computer Inc.,Solidigm OPAL D7-P5520 7.68TB PCle 4 TLC U.2 15mm <2DWPD,Server Component,Sekou Sako,Sekou Sako,Inventory,No, $ 888.50 ,Eaches,HDS-IUN-SSDPF2KX076T10-S,Super Micro Computer Inc.,HDS-IUN-SSDPF2KX076T10-S,,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
1M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 1M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 462.87 ,Eaches,1M-12FSM-PFF-B-S9,Proficium Inc.,1M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
2M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 2M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 470.88 ,Eaches,2M-12FSM-PFF-B-S9,Proficium Inc.,2M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
3M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 3M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 478.88 ,Eaches,3M-12FSM-PFF-B-S9,Proficium Inc.,3M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
20M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 20M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 611.84 ,Eaches,20M-12FSM-PFF-B-S9,Proficium Inc.,20M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
25M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 25M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 643.85 ,Eaches,25M-12FSM-PFF-B-S9,Proficium Inc.,25M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
30M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 30M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 675.86 ,Eaches,30M-12FSM-PFF-B-S9,Proficium Inc.,30M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
35M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 35M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 707.85 ,Eaches,35M-12FSM-PFF-B-S9,Proficium Inc.,35M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 40M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 739.85 ,Eaches,40M-12FSM-PFF-B-S9,Proficium Inc.,40M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
45M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 45M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 771.86 ,Eaches,45M-12FSM-PFF-B-S9,Proficium Inc.,45M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
50M-12FSM-PFF-B-S9,Proficium Inc.,OS2 12F F-F Type B 50M Bundle of (9),Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 803.85 ,Eaches,50M-12FSM-PFF-B-S9,Proficium Inc.,50M-12FSM-PFF-B-S9,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
35M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 35M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 629.20 ,Eaches,35M-12FSM-PFF-B-S8,Proficium Inc.,35M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 40M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 657.64 ,Eaches,40M-12FSM-PFF-B-S8,Proficium Inc.,40M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
70M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 70M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 832.76 ,Eaches,70M-12FSM-PFF-B-S8,Proficium Inc.,70M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
75M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 75M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 863.42 ,Eaches,75M-12FSM-PFF-B-S8,Proficium Inc.,75M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
115M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 115M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,118.21 ",Eaches,115M-12FSM-PFF-B-S8,Proficium Inc.,115M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
120M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 120M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,152.76 ",Eaches,120M-12FSM-PFF-B-S8,Proficium Inc.,120M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
145M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 145M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,310.54 ",Eaches,145M-12FSM-PFF-B-S8,Proficium Inc.,145M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
150M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 150M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,338.98 ",Eaches,150M-12FSM-PFF-B-S8,Proficium Inc.,150M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
100M-2FSM-LCLC-S8,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 100M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 365.20 ,Eaches,100M-2FSM-LCLC-S8,Proficium Inc.,100M-2FSM-LCLC-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
105M-2FSM-LCLC-S8,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 105M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 380.73 ,Eaches,105M-2FSM-LCLC-S8,Proficium Inc.,105M-2FSM-LCLC-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
110M-2FSM-LCLC-S8,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 110M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 396.25 ,Eaches,110M-2FSM-LCLC-S8,Proficium Inc.,110M-2FSM-LCLC-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
110M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 110M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,083.65 ",Eaches,110M-12FSM-PFF-B-S8,Proficium Inc.,110M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
105M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 105M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,051.87 ",Eaches,105M-12FSM-PFF-B-S8,Proficium Inc.,105M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
120M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 120M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,152.76 ",Eaches,120M-12FSM-PFF-B-S8,Proficium Inc.,120M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
115M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 115M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,118.21 ",Eaches,115M-12FSM-PFF-B-S8,Proficium Inc.,115M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
100M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 100M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No," $ 1,014.53 ",Eaches,100M-12FSM-PFF-B-S8,Proficium Inc.,100M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
95M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 95M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 981.64 ,Eaches,95M-12FSM-PFF-B-S8,Proficium Inc.,95M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
90M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 90M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 950.98 ,Eaches,90M-12FSM-PFF-B-S8,Proficium Inc.,90M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
85M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 85M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 920.31 ,Eaches,85M-12FSM-PFF-B-S8,Proficium Inc.,85M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
80M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 80M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 891.87 ,Eaches,80M-12FSM-PFF-B-S8,Proficium Inc.,80M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
75M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 75M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 863.42 ,Eaches,75M-12FSM-PFF-B-S8,Proficium Inc.,75M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
70M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 70M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 832.76 ,Eaches,70M-12FSM-PFF-B-S8,Proficium Inc.,70M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
65M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 65M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 804.31 ,Eaches,65M-12FSM-PFF-B-S8,Proficium Inc.,65M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
60M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 60M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 771.42 ,Eaches,60M-12FSM-PFF-B-S8,Proficium Inc.,60M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
55M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 55M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 742.98 ,Eaches,55M-12FSM-PFF-B-S8,Proficium Inc.,55M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
50M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 50M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 714.53 ,Eaches,50M-12FSM-PFF-B-S8,Proficium Inc.,50M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
45M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F F-F Type B 45M 8FT Fan out Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 686.09 ,Eaches,45M-12FSM-PFF-B-S8,Proficium Inc.,45M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
7M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 7M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 127.64 ,Eaches,7M-2FSM-LCLC-S10,Proficium Inc.,7M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
8M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 8M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 130.89 ,Eaches,8M-2FSM-LCLC-S10,Proficium Inc.,8M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
9M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 9M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 134.09 ,Eaches,9M-2FSM-LCLC-S10,Proficium Inc.,9M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
10M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 10M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 137.30 ,Eaches,10M-2FSM-LCLC-S10,Proficium Inc.,10M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
11M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 11M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 140.50 ,Eaches,11M-2FSM-LCLC-S10,Proficium Inc.,11M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
12M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 12M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 143.72 ,Eaches,12M-2FSM-LCLC-S10,Proficium Inc.,12M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
13M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 13M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 146.92 ,Eaches,13M-2FSM-LCLC-S10,Proficium Inc.,13M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
14M-2FSM-LCLC-S10,Proficium Inc.,OS2 2 Duplex Fiber LCLC OFNR 14M Fan out Bundle of (10) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 150.13 ,Eaches,14M-2FSM-LCLC-S10,Proficium Inc.,14M-2FSM-LCLC-S10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 1M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 411.44 ,Eaches,1M-12FSM-PFF-B-S8,Proficium Inc.,1M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
5M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 5M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 439.90 ,Eaches,5M-12FSM-PFF-B-S8,Proficium Inc.,5M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
10M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 10M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 468.35 ,Eaches,10M-12FSM-PFF-B-S8,Proficium Inc.,10M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
15M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 15M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 502.09 ,Eaches,15M-12FSM-PFF-B-S8,Proficium Inc.,15M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
40M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 40M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 657.64 ,Eaches,40M-12FSM-PFF-B-S8,Proficium Inc.,40M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
80M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 80M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 891.87 ,Eaches,80M-12FSM-PFF-B-S8,Proficium Inc.,80M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
85M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 85M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 920.31 ,Eaches,85M-12FSM-PFF-B-S8,Proficium Inc.,85M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
90M-12FSM-PFF-B-S8,Proficium Inc.,OS2 12F MTP F-F Type B 90M Bundle of (8) in Black Mesh,Cabling,Jon Merendino,Swapnil Kale,Inventory,No, $ 950.98 ,Eaches,90M-12FSM-PFF-B-S8,Proficium Inc.,90M-12FSM-PFF-B-S8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QDD-400G-DR4-S,Myriad 360 LLC,"400G QSFP-DD Transceiver, 400GBASE-DR4,MPO-12,500m parallel",Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,$405.40,Eaches,QDD-400G-DR4-S,Myriad 360 LLC,Myriad 360 LLC,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
DP04QSDD-HE0-A1,Myriad 360 LLC,QSFP-DD 400G ZR+ - High Tx Power 3rd party host support,Support,Jon Merendino,Swapnil Kale,Non-Inventory Item,No,"$5,249.00",Eaches,DP04QSDD-HE0-A1,Myriad 360 LLC,DP04QSDD-HE0-A1,,,,,,,,,,,,,,,,131000,,,,,,,,,,,,
7M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,OM3 12F MTP F-F LSZH APC Type B 7M Bundles of (8) in Blue Mesh,Cabling,Swapnil Kale,Jon Merendino,Inventory,No,$676.99,Eaches,7M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,7M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
10M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,OM3 12F MTP F-F LSZH APC Type B 10M Bundles of (8) in Blue Mesh,Cabling,Swapnil Kale,Jon Merendino,Inventory,No,$821.16,Eaches,10M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,10M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
15M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,OM3 12F MTP F-F LSZH APC Type B 15M Bundles of (8) in Blue Mesh,Cabling,Swapnil Kale,Jon Merendino,Inventory,No,"$1,018.23",Eaches,15M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,15M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
20M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,20M-12FM3-PFF-APC-B-K8-LZOM3 12F MTP F-F LSZH APC Type B 20M Bundles of (8) in Blue Mesh,Cabling,Swapnil Kale,Jon Merendino,Inventory,No,"$1,191.70",Eaches,20M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,20M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
